codigo,nombre,representante,contacto,departamento_nombre,municipio_nombre
PROV_GT12_0873,Autobuses Pajapita - Ref 874,Diego Tzul,+502 55406937,San Marcos,Pajapita
PROV_GT12_0874,Lancheros Unidos Ixchiguán - Ref 875,Miguel Batz,+502 46585044,San Marcos,Ixchiguán
PROV_GT12_0875,Fleteros del Altiplano San José Ojetenam - Ref 876,Manuel Gómez,+502 59707988,San Marcos,San José Ojetenam
PROV_GT12_0876,Cooperativa de Transportistas San Cristóbal Cucho - Ref 877,Miguel Jax,+502 55025746,San Marcos,San Cristóbal Cucho
PROV_GT12_0877,Rápidos de Occidente Sipacapa - Ref 878,Carlos Jax,+502 45243351,San Marcos,Sipacapa
PROV_GT12_0878,Shuttles Esquipulas Palo Gordo - Ref 879,Juan Pérez,+502 57276613,San Marcos,Esquipulas Palo Gordo
PROV_GT12_0879,Taxis del Centro Río Blanco - Ref 880,José Gómez,+502 56825527,San Marcos,Río Blanco
PROV_GT12_0880,Transportes San Lorenzo - Ref 881,María Pérez,+502 52162773,San Marcos,San Lorenzo
PROV_GT12_0881,Autobuses La Blanca - Ref 882,Carlos Yax,+502 41385996,San Marcos,La Blanca
PROV_GT13_0882,Lancheros Unidos Huehuetenango - Ref 883,Juana Hernández,+502 59356906,Huehuetenango,Huehuetenango
PROV_GT13_0883,Fleteros del Altiplano Chiantla - Ref 884,Esteban Jax,+502 55578262,Huehuetenango,Chiantla
PROV_GT13_0884,Cooperativa de Transportistas Malacatancito - Ref 885,María Gómez,+502 40879062,Huehuetenango,Malacatancito
PROV_GT13_0885,Rápidos de Occidente Cuilco - Ref 886,Miguel Batz,+502 59146951,Huehuetenango,Cuilco
PROV_GT13_0886,Shuttles Nentón - Ref 887,Rosa Gómez,+502 44954891,Huehuetenango,Nentón
PROV_GT13_0887,Taxis del Centro San Pedro Necta - Ref 888,Carlos Tzul,+502 43935954,Huehuetenango,San Pedro Necta
PROV_GT13_0888,Transportes Jacaltenango - Ref 889,Diego López,+502 55352388,Huehuetenango,Jacaltenango
PROV_GT13_0889,Autobuses Soloma - Ref 890,Francisco Batz,+502 59974442,Huehuetenango,Soloma
PROV_GT13_0890,Lancheros Unidos Ixtahuacán - Ref 891,Juan Pérez,+502 40127105,Huehuetenango,Ixtahuacán
PROV_GT13_0891,Fleteros del Altiplano Santa Bárbara - Ref 892,Rosa Pérez,+502 50864042,Huehuetenango,Santa Bárbara
PROV_GT13_0892,Cooperativa de Transportistas La Libertad - Ref 893,Rosa Chaj,+502 41765637,Huehuetenango,La Libertad
PROV_GT13_0893,Rápidos de Occidente La Democracia - Ref 894,Juan Hernández,+502 47524346,Huehuetenango,La Democracia
PROV_GT13_0894,Shuttles San Miguel Acatán - Ref 895,Pedro Jax,+502 49903430,Huehuetenango,San Miguel Acatán
PROV_GT13_0895,Taxis del Centro San Rafael La Independencia - Ref 896,Pedro Batz,+502 40347100,Huehuetenango,San Rafael La Independencia
PROV_GT13_0896,Transportes Todos Santos Cuchumatán - Ref 897,Francisco Jax,+502 57759718,Huehuetenango,Todos Santos Cuchumatán
PROV_GT13_0897,Autobuses San Juan Atitán - Ref 898,María Batz,+502 42357358,Huehuetenango,San Juan Atitán
PROV_GT13_0898,Lancheros Unidos Santa Eulalia - Ref 899,Miguel Yax,+502 49326410,Huehuetenango,Santa Eulalia
PROV_GT13_0899,Fleteros del Altiplano San Mateo Ixtatán - Ref 900,Rosa Pérez,+502 49794817,Huehuetenango,San Mateo Ixtatán
PROV_GT13_0900,Cooperativa de Transportistas Colotenango - Ref 901,Juana Yax,+502 46881443,Huehuetenango,Colotenango
PROV_GT13_0901,Rápidos de Occidente San Sebastián Huehuetenango - Ref 902,María Méndez,+502 48573161,Huehuetenango,San Sebastián Huehuetenango
PROV_GT13_0902,Shuttles Tectitán - Ref 903,Pedro Tzoc,+502 53164485,Huehuetenango,Tectitán
PROV_GT13_0903,Taxis del Centro Concepción Huista - Ref 904,Carlos Batz,+502 45383430,Huehuetenango,Concepción Huista
PROV_GT13_0904,Transportes San Juan Ixcoy - Ref 905,Rosa Tzul,+502 59919620,Huehuetenango,San Juan Ixcoy
PROV_GT13_0905,Autobuses San Antonio Huista - Ref 906,Pedro Marroquín,+502 56757540,Huehuetenango,San Antonio Huista
PROV_GT13_0906,Lancheros Unidos San Sebastián Coatán - Ref 907,Juan Hernández,+502 45106543,Huehuetenango,San Sebastián Coatán
PROV_GT13_0907,Fleteros del Altiplano Barillas - Ref 908,Esteban López,+502 48715694,Huehuetenango,Barillas
PROV_GT13_0908,Cooperativa de Transportistas Aguacatán - Ref 909,Francisco Pérez,+502 58396454,Huehuetenango,Aguacatán
PROV_GT13_0909,Rápidos de Occidente San Rafael Petzal - Ref 910,Luisa Hernández,+502 44115757,Huehuetenango,San Rafael Petzal
PROV_GT13_0910,Shuttles San Gaspar Ixchil - Ref 911,Miguel Tzul,+502 41682312,Huehuetenango,San Gaspar Ixchil
PROV_GT13_0911,Taxis del Centro Santiago Chimaltenango - Ref 912,Francisco Pérez,+502 54887970,Huehuetenango,Santiago Chimaltenango
PROV_GT13_0912,Transportes Santa Ana Huista - Ref 913,María Pérez,+502 46948221,Huehuetenango,Santa Ana Huista
PROV_GT13_0913,Autobuses Unión Cantinil - Ref 914,María Tzoc,+502 45886819,Huehuetenango,Unión Cantinil
PROV_GT13_0914,Lancheros Unidos Petatán - Ref 915,María Tzul,+502 49471416,Huehuetenango,Petatán
PROV_GT14_0915,Fleteros del Altiplano Santa Cruz del Quiché - Ref 916,Miguel Cox,+502 45773717,Quiché,Santa Cruz del Quiché
PROV_GT14_0916,Cooperativa de Transportistas Chiché - Ref 917,Pedro Méndez,+502 59244567,Quiché,Chiché
PROV_GT14_0917,Rápidos de Occidente Chinique - Ref 918,Francisco Cox,+502 49662458,Quiché,Chinique
PROV_GT14_0918,Shuttles Zacualpa - Ref 919,Elena Marroquín,+502 53527376,Quiché,Zacualpa
PROV_GT14_0919,Taxis del Centro Chajul - Ref 920,Juan Chaj,+502 56128495,Quiché,Chajul
PROV_GT14_0920,Transportes Chichicastenango - Ref 921,María Chaj,+502 46621121,Quiché,Chichicastenango
PROV_GT14_0921,Autobuses Patzité - Ref 922,Diego Jax,+502 44733574,Quiché,Patzité
PROV_GT14_0922,Lancheros Unidos San Antonio Ilotenango - Ref 923,Manuel Gómez,+502 40063589,Quiché,San Antonio Ilotenango
PROV_GT14_0923,Fleteros del Altiplano San Pedro Jocopilas - Ref 924,Elena Batz,+502 57373705,Quiché,San Pedro Jocopilas
PROV_GT14_0924,Cooperativa de Transportistas Cunén - Ref 925,Rosa Batz,+502 57661717,Quiché,Cunén
PROV_GT14_0925,Rápidos de Occidente San Juan Cotzal - Ref 926,Manuel Pérez,+502 46569017,Quiché,San Juan Cotzal
PROV_GT14_0926,Shuttles Joyabaj - Ref 927,Juana Pérez,+502 54851212,Quiché,Joyabaj
PROV_GT14_0927,Taxis del Centro Nebaj - Ref 928,Tomasa Jax,+502 47398919,Quiché,Nebaj
PROV_GT14_0928,Transportes San Andrés Sajcabajá - Ref 929,Juan Tzul,+502 53802399,Quiché,San Andrés Sajcabajá
PROV_GT14_0929,Autobuses Uspantán - Ref 930,Diego Cabrera,+502 58637852,Quiché,Uspantán
PROV_GT14_0930,Lancheros Unidos Sacapulas - Ref 931,Luisa Batz,+502 41032483,Quiché,Sacapulas
PROV_GT14_0931,Fleteros del Altiplano San Bartolomé Jocotenango - Ref 932,José Tzoc,+502 45602985,Quiché,San Bartolomé Jocotenango
PROV_GT14_0932,Cooperativa de Transportistas Canillá - Ref 933,Manuel Yax,+502 57989547,Quiché,Canillá
PROV_GT14_0933,Rápidos de Occidente Chicamán - Ref 934,Francisco Tzoc,+502 42254778,Quiché,Chicamán
PROV_GT14_0934,Shuttles Ixcán - Ref 935,Rosa López,+502 54952982,Quiché,Ixcán
PROV_GT14_0935,Taxis del Centro Pachalum - Ref 936,Rosa Cox,+502 50339695,Quiché,Pachalum
PROV_GT15_0936,Transportes Salamá - Ref 937,Miguel Hernández,+502 42347865,Baja Verapaz,Salamá
PROV_GT15_0937,Autobuses San Miguel Chicaj - Ref 938,Juan Hernández,+502 47015718,Baja Verapaz,San Miguel Chicaj
PROV_GT15_0938,Lancheros Unidos Rabinal - Ref 939,Juana Chaj,+502 49731479,Baja Verapaz,Rabinal
PROV_GT15_0939,Fleteros del Altiplano Cubulco - Ref 940,Miguel Tzoc,+502 54332410,Baja Verapaz,Cubulco
PROV_GT15_0940,Cooperativa de Transportistas Granados - Ref 941,José Batz,+502 40029436,Baja Verapaz,Granados
PROV_GT15_0941,Rápidos de Occidente El Chol - Ref 942,Juana Yax,+502 45496492,Baja Verapaz,El Chol
PROV_GT15_0942,Shuttles San Jerónimo - Ref 943,Rosa Cox,+502 54203896,Baja Verapaz,San Jerónimo
PROV_GT15_0943,Taxis del Centro Purulhá - Ref 944,Juana Yax,+502 45477037,Baja Verapaz,Purulhá
PROV_GT16_0944,Transportes Cobán - Ref 945,Diego Cox,+502 53336504,Alta Verapaz,Cobán
PROV_GT16_0945,Autobuses Santa Cruz Verapaz - Ref 946,Elena Gómez,+502 58152472,Alta Verapaz,Santa Cruz Verapaz
PROV_GT16_0946,Lancheros Unidos San Cristóbal Verapaz - Ref 947,Rosa Yax,+502 57209669,Alta Verapaz,San Cristóbal Verapaz
PROV_GT16_0947,Fleteros del Altiplano Tactic - Ref 948,Diego Tzul,+502 55311756,Alta Verapaz,Tactic
PROV_GT16_0948,Cooperativa de Transportistas Tamahú - Ref 949,Tomasa Jax,+502 42525655,Alta Verapaz,Tamahú
PROV_GT16_0949,Rápidos de Occidente Tucurú - Ref 950,Juan López,+502 44235085,Alta Verapaz,Tucurú
PROV_GT16_0950,Shuttles Panzós - Ref 951,Manuel Cox,+502 50496236,Alta Verapaz,Panzós
PROV_GT16_0951,Taxis del Centro Senahú - Ref 952,Carlos Chaj,+502 57564912,Alta Verapaz,Senahú
PROV_GT16_0952,Transportes San Pedro Carchá - Ref 953,José Cabrera,+502 58741470,Alta Verapaz,San Pedro Carchá
PROV_GT16_0953,Autobuses San Juan Chamelco - Ref 954,Carlos Gómez,+502 54785025,Alta Verapaz,San Juan Chamelco
PROV_GT16_0954,Lancheros Unidos Lanquín - Ref 955,Miguel Jax,+502 44351715,Alta Verapaz,Lanquín
PROV_GT16_0955,Fleteros del Altiplano Cahabón - Ref 956,Rosa Jax,+502 40208250,Alta Verapaz,Cahabón
PROV_GT16_0956,Cooperativa de Transportistas Chisec - Ref 957,Rosa Yax,+502 47116021,Alta Verapaz,Chisec
PROV_GT16_0957,Rápidos de Occidente Chahal - Ref 958,José Méndez,+502 52188650,Alta Verapaz,Chahal
PROV_GT16_0958,Shuttles Fray Bartolomé de Las Casas - Ref 959,Tomasa Yax,+502 41001794,Alta Verapaz,Fray Bartolomé de Las Casas
PROV_GT16_0959,Taxis del Centro Santa Catalina La Tinta - Ref 960,Francisco Tzul,+502 45819753,Alta Verapaz,Santa Catalina La Tinta
PROV_GT16_0960,Transportes Raxruhá - Ref 961,Carlos Guzmán,+502 47802491,Alta Verapaz,Raxruhá
PROV_GT17_0961,Autobuses Flores - Ref 962,Rosa Hernández,+502 45427642,Petén,Flores
PROV_GT17_0962,Lancheros Unidos San José - Ref 963,Diego Pérez,+502 55805044,Petén,San José
PROV_GT17_0963,Fleteros del Altiplano San Benito - Ref 964,Diego Marroquín,+502 46749214,Petén,San Benito
PROV_GT17_0964,Cooperativa de Transportistas San Andrés - Ref 965,Carlos López,+502 44576893,Petén,San Andrés
PROV_GT17_0965,Rápidos de Occidente La Libertad - Ref 966,Luisa Yax,+502 46903761,Petén,La Libertad
PROV_GT17_0966,Shuttles San Francisco - Ref 967,Juan Guzmán,+502 45319698,Petén,San Francisco
PROV_GT17_0967,Taxis del Centro Santa Ana - Ref 968,Rosa Jax,+502 43546116,Petén,Santa Ana
PROV_GT17_0968,Transportes Dolores - Ref 969,Esteban Méndez,+502 44397445,Petén,Dolores
PROV_GT17_0969,Autobuses San Luis - Ref 970,José López,+502 55475974,Petén,San Luis
PROV_GT17_0970,Lancheros Unidos Sayaxché - Ref 971,Juan López,+502 46877960,Petén,Sayaxché
PROV_GT17_0971,Fleteros del Altiplano Melchor de Mencos - Ref 972,Pedro Yax,+502 42727412,Petén,Melchor de Mencos
PROV_GT17_0972,Cooperativa de Transportistas Poptún - Ref 973,José Batz,+502 58286062,Petén,Poptún
PROV_GT17_0973,Rápidos de Occidente Las Cruces - Ref 974,Carlos Marroquín,+502 47203074,Petén,Las Cruces
PROV_GT17_0974,Shuttles El Chal - Ref 975,Francisco Chaj,+502 40806398,Petén,El Chal
PROV_GT18_0975,Taxis del Centro Puerto Barrios - Ref 976,Diego Chaj,+502 50529837,Izabal,Puerto Barrios
PROV_GT18_0976,Transportes Lívingston - Ref 977,Juan Yax,+502 46259295,Izabal,Lívingston
PROV_GT18_0977,Autobuses El Estor - Ref 978,Carlos Cabrera,+502 49439067,Izabal,El Estor
PROV_GT18_0978,Lancheros Unidos Morales - Ref 979,Juan Yax,+502 43859673,Izabal,Morales
PROV_GT18_0979,Fleteros del Altiplano Los Amates - Ref 980,Juana Cox,+502 43367182,Izabal,Los Amates
PROV_GT19_0980,Cooperativa de Transportistas Zacapa - Ref 981,Diego Jax,+502 56313201,Zacapa,Zacapa
PROV_GT19_0981,Rápidos de Occidente Estanzuela - Ref 982,Pedro Hernández,+502 51009588,Zacapa,Estanzuela
PROV_GT19_0982,Shuttles Río Hondo - Ref 983,Elena Yax,+502 59496943,Zacapa,Río Hondo
PROV_GT19_0983,Taxis del Centro Gualán - Ref 984,Francisco Tzul,+502 52541265,Zacapa,Gualán
PROV_GT19_0984,Transportes Teculután - Ref 985,Pedro Tzoc,+502 47305766,Zacapa,Teculután
PROV_GT19_0985,Autobuses Usumatlán - Ref 986,María Gómez,+502 59424223,Zacapa,Usumatlán
PROV_GT19_0986,Lancheros Unidos Cabañas - Ref 987,María Guzmán,+502 58923839,Zacapa,Cabañas
PROV_GT19_0987,Fleteros del Altiplano San Diego - Ref 988,Carlos Guzmán,+502 40278596,Zacapa,San Diego
PROV_GT19_0988,Cooperativa de Transportistas La Unión - Ref 989,Tomasa Marroquín,+502 41021336,Zacapa,La Unión
PROV_GT19_0989,Rápidos de Occidente Huité - Ref 990,Carlos Chaj,+502 47626289,Zacapa,Huité
PROV_GT19_0990,Shuttles San Jorge - Ref 991,Diego Cox,+502 57145199,Zacapa,San Jorge
PROV_GT20_0991,Taxis del Centro Chiquimula - Ref 992,Luisa Marroquín,+502 49311040,Chiquimula,Chiquimula
PROV_GT20_0992,Transportes San José La Arada - Ref 993,Miguel Tzul,+502 50033747,Chiquimula,San José La Arada
PROV_GT20_0993,Autobuses San Juan Ermita - Ref 994,Francisco Pérez,+502 49667846,Chiquimula,San Juan Ermita
PROV_GT20_0994,Lancheros Unidos Jocotán - Ref 995,Carlos López,+502 50284807,Chiquimula,Jocotán
PROV_GT20_0995,Fleteros del Altiplano Camotán - Ref 996,Francisco Tzul,+502 45609617,Chiquimula,Camotán
PROV_GT20_0996,Cooperativa de Transportistas Olopa - Ref 997,Diego Hernández,+502 58332959,Chiquimula,Olopa
PROV_GT20_0997,Rápidos de Occidente Esquipulas - Ref 998,José Gómez,+502 58482540,Chiquimula,Esquipulas
PROV_GT20_0998,Shuttles Concepción Las Minas - Ref 999,Juan López,+502 57806908,Chiquimula,Concepción Las Minas
PROV_GT20_0999,Taxis del Centro Quezaltepeque - Ref 1000,Manuel Guzmán,+502 55608864,Chiquimula,Quezaltepeque
PROV_GT20_1000,Transportes San Jacinto - Ref 1001,Miguel Méndez,+502 45814552,Chiquimula,San Jacinto
PROV_GT20_1001,Autobuses Ipala - Ref 1002,Carlos Guzmán,+502 57247137,Chiquimula,Ipala
PROV_GT21_1002,Lancheros Unidos Jalapa - Ref 1003,Juan López,+502 57759324,Jalapa,Jalapa
PROV_GT21_1003,Fleteros del Altiplano San Pedro Pinula - Ref 1004,Manuel Cox,+502 42162772,Jalapa,San Pedro Pinula
PROV_GT21_1004,Cooperativa de Transportistas San Luis Jilotepeque - Ref 1005,Esteban Guzmán,+502 43804294,Jalapa,San Luis Jilotepeque
PROV_GT21_1005,Rápidos de Occidente San Manuel Chaparrón - Ref 1006,Pedro López,+502 55453132,Jalapa,San Manuel Chaparrón
PROV_GT21_1006,Shuttles San Carlos Alzatate - Ref 1007,José Jax,+502 47383436,Jalapa,San Carlos Alzatate
PROV_GT21_1007,Taxis del Centro Monjas - Ref 1008,Esteban Hernández,+502 53268997,Jalapa,Monjas
PROV_GT21_1008,Transportes Mataquescuintla - Ref 1009,Diego Tzul,+502 49421537,Jalapa,Mataquescuintla
PROV_GT22_1009,Autobuses Jutiapa - Ref 1010,Rosa López,+502 58501729,Jutiapa,Jutiapa
PROV_GT22_1010,Lancheros Unidos El Progreso - Ref 1011,Pedro Pérez,+502 56891026,Jutiapa,El Progreso
PROV_GT22_1011,Fleteros del Altiplano Santa Catarina Mita - Ref 1012,Luisa López,+502 40561337,Jutiapa,Santa Catarina Mita
PROV_GT22_1012,Cooperativa de Transportistas Agua Blanca - Ref 1013,Juan Yax,+502 56246350,Jutiapa,Agua Blanca
PROV_GT22_1013,Rápidos de Occidente Asunción Mita - Ref 1014,María Tzul,+502 50534030,Jutiapa,Asunción Mita
PROV_GT22_1014,Shuttles Yupiltepeque - Ref 1015,Luisa López,+502 53261358,Jutiapa,Yupiltepeque
PROV_GT22_1015,Taxis del Centro Atescatempa - Ref 1016,Rosa López,+502 59383553,Jutiapa,Atescatempa
PROV_GT22_1016,Transportes Jerez - Ref 1017,Rosa Cabrera,+502 50686520,Jutiapa,Jerez
PROV_GT22_1017,Autobuses El Adelanto - Ref 1018,Tomasa Cabrera,+502 49295715,Jutiapa,El Adelanto
PROV_GT22_1018,Lancheros Unidos Zapotitlán - Ref 1019,Juan Hernández,+502 52428025,Jutiapa,Zapotitlán
PROV_GT22_1019,Fleteros del Altiplano Comapa - Ref 1020,Carlos Guzmán,+502 53187541,Jutiapa,Comapa
