id_artista,codigo,nombre_completo,genero,fecha_nacimiento,departamento_pcode,municipio_pcode,taller_id,especialidad_principal,reconocimientos
808,ART_GT0411_0807,Lucas Xiquín Ixcol,Masculino,1964-10-25,GT04,GT0411,481,Constructor de Marimbas,
809,ART_GT0412_0808,Magdalena Tuy Tzoc,Femenino,1950-07-28,GT04,GT0412,296,Maestro Tallador de Jade,Premio local de Arte Popular 2010 en Yepocapa.
810,ART_GT0413_0809,Mateo Tax Chox,Masculino,1970-08-26,GT04,GT0413,891,Constructor de Marimbas,
811,ART_GT0414_0810,Antonia Coché Tupul,Femenino,1976-09-15,GT04,GT0414,,Pintor Paisajista Contemporáneo,
812,ART_GT0415_0811,Gaspar Ixcol Mendoza,Masculino,1981-10-07,GT04,GT0415,177,Tejedora de Telar de Cintura,
813,ART_GT0416_0812,Antonia Tzoc Chavez,Femenino,2004-11-07,GT04,GT0416,755,Pintor Paisajista Contemporáneo,Premio local de Arte Popular 2016 en El Tejar.
814,ART_GT0700_0813,Mateo Chox Ajcalón,Masculino,1977-05-17,GT07,GT0700,621,Talabartero de Cuero,
815,ART_GT0701_0814,Catarina Tupul Quiché,Femenino,1972-06-15,GT07,GT0701,98,Intérprete de Marimba,
816,ART_GT0702_0815,Mateo Mendoza Yac,Masculino,1991-09-20,GT07,GT0702,,Tejedor de Telar de Pie,
817,ART_GT0703_0816,Maria Chavez Guarcax,Femenino,1982-05-25,GT07,GT0703,866,Danzante de Danza Folklórica,Premio local de Arte Popular 2013 en Santa María Visitación.
818,ART_GT0704_0817,Francisco Ajcalón Cux,Masculino,1952-01-03,GT07,GT0704,957,Danzante de Danza Folklórica,
819,ART_GT0705_0818,Isabel Quiché Xiquín,Femenino,1982-02-20,GT07,GT0705,987,Pintor Primitivista,
820,ART_GT0706_0819,Santiago Yac Tuy,Masculino,2003-07-03,GT07,GT0706,639,Pintor Paisajista Contemporáneo,
821,ART_GT0707_0820,Magdalena Guarcax Tax,Femenino,1986-10-21,GT07,GT0707,,Escultor en Madera,Premio local de Arte Popular 2011 en Santa Clara La Laguna.
822,ART_GT0708_0821,Lucas Cux Coché,Masculino,1996-06-27,GT07,GT0708,823,Cestero de Fibras Naturales,
823,ART_GT0709_0822,Magdalena Xiquín Ixcol,Femenino,1989-10-02,GT07,GT0709,46,Intérprete de Marimba,
824,ART_GT0710_0823,Mateo Tuy Tzoc,Masculino,1990-07-04,GT07,GT0710,753,Tejedora de Telar de Cintura,
825,ART_GT0711_0824,Elena Tax Chox,Femenino,2000-12-10,GT07,GT0711,167,Tejedor de Telar de Pie,Premio local de Arte Popular 2017 en Santa Catarina Palopó.
826,ART_GT0712_0825,Santiago Coché Tupul,Masculino,1990-02-25,GT07,GT0712,,Cestero de Fibras Naturales,
827,ART_GT0713_0826,Antonia Ixcol Mendoza,Femenino,1972-02-07,GT07,GT0713,339,Constructor de Marimbas,
828,ART_GT0714_0827,Santiago Tzoc Chavez,Masculino,2001-01-06,GT07,GT0714,563,Cestero de Fibras Naturales,
829,ART_GT0715_0828,Petrona Chox Ajcalón,Femenino,1979-07-15,GT07,GT0715,63,Constructor de Marimbas,Premio local de Arte Popular 2017 en San Pablo La Laguna.
830,ART_GT0716_0829,Miguel Tupul Quiché,Masculino,2003-02-25,GT07,GT0716,287,Tejedor de Telar de Pie,
831,ART_GT0717_0830,Tomasa Mendoza Yac,Femenino,1973-11-25,GT07,GT0717,,Maestro Tallador de Jade,
832,ART_GT0718_0831,Mateo Chavez Guarcax,Masculino,1984-07-05,GT07,GT0718,1018,Cestero de Fibras Naturales,
833,ART_GT0719_0832,Juana Ajcalón Cux,Femenino,1953-07-10,GT07,GT0719,388,Intérprete de Marimba,Premio local de Arte Popular 2016 en Santiago Atitlán.
834,ART_GT0801_0833,Jacinto Quiché Xiquín,Masculino,1974-12-05,GT08,GT0801,455,Pintor Paisajista Contemporáneo,
835,ART_GT0802_0834,Magdalena Yac Tuy,Femenino,1994-06-01,GT08,GT0802,75,Maestro Tallador de Jade,
836,ART_GT0803_0835,Gaspar Guarcax Tax,Masculino,1968-04-14,GT08,GT0803,,Alfarero Tradicional,
837,ART_GT0804_0836,Elena Cux Coché,Femenino,1973-01-20,GT08,GT0804,808,Pintor Paisajista Contemporáneo,Premio local de Arte Popular 2016 en San Andrés Xecul.
838,ART_GT0805_0837,Mateo Xiquín Ixcol,Masculino,1998-12-04,GT08,GT0805,684,Pintor Paisajista Contemporáneo,
839,ART_GT0806_0838,Manuela Tuy Tzoc,Femenino,1965-09-28,GT08,GT0806,1017,Talabartero de Cuero,
840,ART_GT0807_0839,Lucas Tax Chox,Masculino,1964-12-27,GT08,GT0807,798,Pintor Primitivista,
841,ART_GT0808_0840,Manuela Coché Tupul,Femenino,1974-04-08,GT08,GT0808,,Tejedora de Telar de Cintura,Premio local de Arte Popular 2018 en San Bartolo.
842,ART_GT0901_0841,Tomas Ixcol Mendoza,Masculino,1989-09-27,GT09,GT0901,533,Cestero de Fibras Naturales,
843,ART_GT0902_0842,Magdalena Tzoc Chavez,Femenino,1950-06-17,GT09,GT0902,883,Cestero de Fibras Naturales,
844,ART_GT0903_0843,Jacinto Chox Ajcalón,Masculino,1955-08-03,GT09,GT0903,432,Cestero de Fibras Naturales,
845,ART_GT0904_0844,Juana Tupul Quiché,Femenino,2005-01-25,GT09,GT0904,88,Maestro Tallador de Jade,Premio local de Arte Popular 2014 en San Carlos Sija.
846,ART_GT0905_0845,Miguel Mendoza Yac,Masculino,1965-07-15,GT09,GT0905,,Alfarero Tradicional,
847,ART_GT0906_0846,Tomasa Chavez Guarcax,Femenino,1979-07-24,GT09,GT0906,195,Intérprete de Marimba,
848,ART_GT0907_0847,Jacinto Ajcalón Cux,Masculino,1956-02-15,GT09,GT0907,201,Intérprete de Marimba,
849,ART_GT0908_0848,Manuela Quiché Xiquín,Femenino,1997-11-25,GT09,GT0908,92,Alfarero Tradicional,Premio local de Arte Popular 2018 en San Miguel Sigüila.
850,ART_GT0909_0849,Miguel Yac Tuy,Masculino,1996-06-13,GT09,GT0909,910,Cestero de Fibras Naturales,
851,ART_GT0910_0850,Magdalena Guarcax Tax,Femenino,1966-09-04,GT09,GT0910,,Pintor Paisajista Contemporáneo,
852,ART_GT0911_0851,Mateo Cux Coché,Masculino,1955-11-10,GT09,GT0911,698,Cestero de Fibras Naturales,
853,ART_GT0912_0852,Magdalena Xiquín Ixcol,Femenino,1988-05-06,GT09,GT0912,784,Maestro Tallador de Jade,Premio local de Arte Popular 2013 en San Martín Sacatepéquez.
854,ART_GT0913_0853,Gaspar Tuy Tzoc,Masculino,2003-06-12,GT09,GT0913,444,Constructor de Marimbas,
855,ART_GT0914_0854,Tomasa Tax Chox,Femenino,1984-03-18,GT09,GT0914,310,Pintor Paisajista Contemporáneo,
856,ART_GT0915_0855,Miguel Coché Tupul,Masculino,2005-02-03,GT09,GT0915,,Tejedor de Telar de Pie,
857,ART_GT0916_0856,Isabel Ixcol Mendoza,Femenino,2005-05-13,GT09,GT0916,817,Tejedora de Telar de Cintura,Premio local de Arte Popular 2022 en Zunil.
858,ART_GT0917_0857,Francisco Tzoc Chavez,Masculino,1983-04-16,GT09,GT0917,283,Tejedora de Telar de Cintura,
859,ART_GT0918_0858,Antonia Chox Ajcalón,Femenino,1975-02-02,GT09,GT0918,796,Constructor de Marimbas,
860,ART_GT0919_0859,Tomas Tupul Quiché,Masculino,2001-07-19,GT09,GT0919,417,Intérprete de Marimba,
861,ART_GT0920_0860,Maria Mendoza Yac,Femenino,1979-11-10,GT09,GT0920,,Pintor Paisajista Contemporáneo,Premio local de Arte Popular 2016 en Coatepeque.
862,ART_GT0921_0861,Jacinto Chavez Guarcax,Masculino,1961-03-24,GT09,GT0921,549,Tejedor de Telar de Pie,
863,ART_GT0922_0862,Isabel Ajcalón Cux,Femenino,1978-11-03,GT09,GT0922,682,Escultor en Madera,
864,ART_GT0923_0863,Santiago Quiché Xiquín,Masculino,1963-11-07,GT09,GT0923,333,Maestro Tallador de Jade,
865,ART_GT0924_0864,Petrona Yac Tuy,Femenino,1993-11-22,GT09,GT0924,382,Tejedor de Telar de Pie,Premio local de Arte Popular 2024 en Palestina de Los Altos.
866,ART_GT1201_0865,Mateo Guarcax Tax,Masculino,1971-12-19,GT12,GT1201,,Cestero de Fibras Naturales,
867,ART_GT1202_0866,Juana Cux Coché,Femenino,1995-09-22,GT12,GT1202,81,Alfarero Tradicional,
868,ART_GT1203_0867,Pedro Xiquín Ixcol,Masculino,1995-05-06,GT12,GT1203,198,Pintor Primitivista,
869,ART_GT1204_0868,Magdalena Tuy Tzoc,Femenino,2004-08-25,GT12,GT1204,420,Maestro Tallador de Jade,Premio local de Arte Popular 2015 en Comitancillo.
870,ART_GT1205_0869,Mateo Tax Chox,Masculino,1997-12-08,GT12,GT1205,336,Talabartero de Cuero,
871,ART_GT1206_0870,Isabel Coché Tupul,Femenino,1957-08-12,GT12,GT1206,,Pintor Paisajista Contemporáneo,
872,ART_GT1207_0871,Tomas Ixcol Mendoza,Masculino,1980-11-21,GT12,GT1207,672,Tejedora de Telar de Cintura,
873,ART_GT1208_0872,Tomasa Tzoc Chavez,Femenino,1965-12-16,GT12,GT1208,159,Alfarero Tradicional,Premio local de Arte Popular 2018 en Sibinal.
874,ART_GT1209_0873,Juan Chox Ajcalón,Masculino,1974-07-07,GT12,GT1209,122,Alfarero Tradicional,
875,ART_GT1210_0874,Catarina Tupul Quiché,Femenino,1957-11-24,GT12,GT1210,591,Maestro Tallador de Jade,
876,ART_GT1211_0875,Jacinto Mendoza Yac,Masculino,1985-06-02,GT12,GT1211,,Tejedora de Telar de Cintura,
877,ART_GT1212_0876,Isabel Chavez Guarcax,Femenino,1950-07-19,GT12,GT1212,61,Danzante de Danza Folklórica,Premio local de Arte Popular 2012 en Nuevo Progreso.
878,ART_GT1213_0877,Francisco Ajcalón Cux,Masculino,2000-01-11,GT12,GT1213,528,Intérprete de Marimba,
879,ART_GT1214_0878,Tomasa Quiché Xiquín,Femenino,2001-02-06,GT12,GT1214,736,Cestero de Fibras Naturales,
880,ART_GT1215_0879,Tomas Yac Tuy,Masculino,1950-10-16,GT12,GT1215,225,Tejedor de Telar de Pie,
881,ART_GT1216_0880,Petrona Guarcax Tax,Femenino,1996-08-25,GT12,GT1216,,Constructor de Marimbas,Premio local de Arte Popular 2016 en Catarina.
882,ART_GT1217_0881,Gaspar Cux Coché,Masculino,1969-01-11,GT12,GT1217,895,Maestro Tallador de Jade,
883,ART_GT1218_0882,Maria Xiquín Ixcol,Femenino,1961-10-06,GT12,GT1218,195,Constructor de Marimbas,
884,ART_GT1219_0883,Santiago Tuy Tzoc,Masculino,2002-03-28,GT12,GT1219,300,Talabartero de Cuero,
885,ART_GT1220_0884,Elena Tax Chox,Femenino,1983-01-20,GT12,GT1220,354,Escultor en Madera,Premio local de Arte Popular 2024 en El Quetzal.
886,ART_GT1221_0885,Miguel Coché Tupul,Masculino,2002-02-20,GT12,GT1221,,Escultor en Madera,
887,ART_GT1222_0886,Manuela Ixcol Mendoza,Femenino,1994-06-19,GT12,GT1222,272,Constructor de Marimbas,
888,ART_GT1223_0887,Jacinto Tzoc Chavez,Masculino,1968-09-16,GT12,GT1223,780,Alfarero Tradicional,
889,ART_GT1224_0888,Petrona Chox Ajcalón,Femenino,1959-12-06,GT12,GT1224,776,Tejedor de Telar de Pie,Premio local de Arte Popular 2025 en San José Ojetenam.
890,ART_GT1225_0889,Jacinto Tupul Quiché,Masculino,1974-04-17,GT12,GT1225,189,Intérprete de Marimba,
891,ART_GT1226_0890,Magdalena Mendoza Yac,Femenino,1977-05-25,GT12,GT1226,,Tejedora de Telar de Cintura,
892,ART_GT1227_0891,Juan Chavez Guarcax,Masculino,2005-06-13,GT12,GT1227,143,Cestero de Fibras Naturales,
893,ART_GT1228_0892,Isabel Ajcalón Cux,Femenino,1995-10-23,GT12,GT1228,33,Tejedora de Telar de Cintura,Premio local de Arte Popular 2015 en Río Blanco.
894,ART_GT1229_0893,Santiago Quiché Xiquín,Masculino,1956-12-05,GT12,GT1229,807,Alfarero Tradicional,
895,ART_GT1230_0894,Magdalena Yac Tuy,Femenino,1956-02-15,GT12,GT1230,564,Tejedora de Telar de Cintura,
896,ART_GT1301_0895,Miguel Guarcax Tax,Masculino,1991-09-28,GT13,GT1301,,Constructor de Marimbas,
897,ART_GT1302_0896,Juana Cux Coché,Femenino,1979-01-03,GT13,GT1302,809,Cestero de Fibras Naturales,Premio local de Arte Popular 2017 en Chiantla.
898,ART_GT1303_0897,Francisco Xiquín Ixcol,Masculino,1963-03-21,GT13,GT1303,260,Escultor en Madera,
899,ART_GT1304_0898,Isabel Tuy Tzoc,Femenino,1986-10-11,GT13,GT1304,713,Talabartero de Cuero,
900,ART_GT1305_0899,Lucas Tax Chox,Masculino,1972-01-24,GT13,GT1305,463,Escultor en Madera,
901,ART_GT1306_0900,Petrona Coché Tupul,Femenino,1975-10-26,GT13,GT1306,,Cestero de Fibras Naturales,Premio local de Arte Popular 2015 en San Pedro Necta.
902,ART_GT1307_0901,Jacinto Ixcol Mendoza,Masculino,1990-11-17,GT13,GT1307,706,Alfarero Tradicional,
903,ART_GT1308_0902,Antonia Tzoc Chavez,Femenino,1952-10-02,GT13,GT1308,4,Cestero de Fibras Naturales,
904,ART_GT1309_0903,Pedro Chox Ajcalón,Masculino,1999-09-17,GT13,GT1309,661,Pintor Paisajista Contemporáneo,
905,ART_GT1310_0904,Isabel Tupul Quiché,Femenino,1975-02-26,GT13,GT1310,391,Alfarero Tradicional,Premio local de Arte Popular 2020 en Santa Bárbara.
906,ART_GT1311_0905,Santiago Mendoza Yac,Masculino,1963-05-21,GT13,GT1311,,Constructor de Marimbas,
907,ART_GT1312_0906,Antonia Chavez Guarcax,Femenino,1984-02-14,GT13,GT1312,918,Alfarero Tradicional,
908,ART_GT1313_0907,Tomas Ajcalón Cux,Masculino,1966-08-07,GT13,GT1313,272,Maestro Tallador de Jade,
909,ART_GT1314_0908,Tomasa Quiché Xiquín,Femenino,1981-05-25,GT13,GT1314,195,Pintor Primitivista,Premio local de Arte Popular 2018 en San Rafael La Independencia.
910,ART_GT1315_0909,Gaspar Yac Tuy,Masculino,1983-04-18,GT13,GT1315,380,Alfarero Tradicional,
911,ART_GT1316_0910,Juana Guarcax Tax,Femenino,1977-07-04,GT13,GT1316,,Talabartero de Cuero,
912,ART_GT1317_0911,Gaspar Cux Coché,Masculino,2001-05-26,GT13,GT1317,302,Danzante de Danza Folklórica,
913,ART_GT1318_0912,Isabel Xiquín Ixcol,Femenino,1954-05-08,GT13,GT1318,505,Tejedora de Telar de Cintura,Premio local de Arte Popular 2017 en San Mateo Ixtatán.
914,ART_GT1319_0913,Lucas Tuy Tzoc,Masculino,2002-02-28,GT13,GT1319,251,Danzante de Danza Folklórica,
915,ART_GT1320_0914,Tomasa Tax Chox,Femenino,1963-10-03,GT13,GT1320,402,Intérprete de Marimba,
916,ART_GT1321_0915,Francisco Coché Tupul,Masculino,1994-04-18,GT13,GT1321,,Tejedora de Telar de Cintura,
917,ART_GT1322_0916,Tomasa Ixcol Mendoza,Femenino,1988-10-14,GT13,GT1322,73,Talabartero de Cuero,Premio local de Arte Popular 2024 en Concepción Huista.
918,ART_GT1323_0917,Tomas Tzoc Chavez,Masculino,1987-02-10,GT13,GT1323,85,Tejedor de Telar de Pie,
919,ART_GT1324_0918,Petrona Chox Ajcalón,Femenino,1999-05-25,GT13,GT1324,470,Constructor de Marimbas,
920,ART_GT1325_0919,Santiago Tupul Quiché,Masculino,1955-03-02,GT13,GT1325,193,Cestero de Fibras Naturales,
921,ART_GT1326_0920,Elena Mendoza Yac,Femenino,2005-03-24,GT13,GT1326,,Maestro Tallador de Jade,Premio local de Arte Popular 2025 en Barillas.
922,ART_GT1327_0921,Jacinto Chavez Guarcax,Masculino,2003-12-10,GT13,GT1327,338,Intérprete de Marimba,
923,ART_GT1328_0922,Juana Ajcalón Cux,Femenino,1982-04-19,GT13,GT1328,701,Tejedor de Telar de Pie,
924,ART_GT1329_0923,Juan Quiché Xiquín,Masculino,2003-10-06,GT13,GT1329,543,Alfarero Tradicional,
925,ART_GT1330_0924,Petrona Yac Tuy,Femenino,1962-11-23,GT13,GT1330,857,Intérprete de Marimba,Premio local de Arte Popular 2018 en Santiago Chimaltenango.
926,ART_GT1331_0925,Juan Guarcax Tax,Masculino,1994-09-23,GT13,GT1331,,Danzante de Danza Folklórica,
927,ART_GT1332_0926,Petrona Cux Coché,Femenino,1957-05-13,GT13,GT1332,234,Alfarero Tradicional,
928,ART_GT1333_0927,Francisco Xiquín Ixcol,Masculino,1986-08-27,GT13,GT1333,868,Escultor en Madera,
929,ART_GT1401_0928,Antonia Tuy Tzoc,Femenino,1981-04-17,GT14,GT1401,284,Talabartero de Cuero,Premio local de Arte Popular 2015 en Santa Cruz del Quiché.
930,ART_GT1402_0929,Tomas Tax Chox,Masculino,1989-10-12,GT14,GT1402,902,Constructor de Marimbas,
931,ART_GT1403_0930,Maria Coché Tupul,Femenino,1961-10-13,GT14,GT1403,,Pintor Paisajista Contemporáneo,
932,ART_GT1404_0931,Jacinto Ixcol Mendoza,Masculino,1972-03-21,GT14,GT1404,303,Escultor en Madera,
933,ART_GT1405_0932,Isabel Tzoc Chavez,Femenino,1961-06-10,GT14,GT1405,114,Intérprete de Marimba,Premio local de Arte Popular 2014 en Chajul.
934,ART_GT1406_0933,Pedro Chox Ajcalón,Masculino,1956-10-13,GT14,GT1406,293,Cestero de Fibras Naturales,
935,ART_GT1407_0934,Catarina Tupul Quiché,Femenino,1963-01-18,GT14,GT1407,321,Talabartero de Cuero,
936,ART_GT1408_0935,Francisco Mendoza Yac,Masculino,1954-03-26,GT14,GT1408,,Alfarero Tradicional,
937,ART_GT1409_0936,Juana Chavez Guarcax,Femenino,1993-12-18,GT14,GT1409,492,Intérprete de Marimba,Premio local de Arte Popular 2010 en San Pedro Jocopilas.
938,ART_GT1410_0937,Lucas Ajcalón Cux,Masculino,1976-10-02,GT14,GT1410,545,Intérprete de Marimba,
939,ART_GT1411_0938,Elena Quiché Xiquín,Femenino,1976-06-09,GT14,GT1411,12,Pintor Paisajista Contemporáneo,
940,ART_GT1412_0939,Francisco Yac Tuy,Masculino,1985-05-21,GT14,GT1412,912,Tejedora de Telar de Cintura,
941,ART_GT1413_0940,Petrona Guarcax Tax,Femenino,1979-11-15,GT14,GT1413,,Talabartero de Cuero,Premio local de Arte Popular 2021 en Nebaj.
942,ART_GT1414_0941,Juan Cux Coché,Masculino,1965-11-17,GT14,GT1414,1019,Escultor en Madera,
943,ART_GT1415_0942,Manuela Xiquín Ixcol,Femenino,2001-04-12,GT14,GT1415,19,Alfarero Tradicional,
944,ART_GT1416_0943,Gaspar Tuy Tzoc,Masculino,1998-03-13,GT14,GT1416,356,Pintor Paisajista Contemporáneo,
945,ART_GT1417_0944,Isabel Tax Chox,Femenino,1985-12-04,GT14,GT1417,144,Constructor de Marimbas,Premio local de Arte Popular 2024 en San Bartolomé Jocotenango.
946,ART_GT1418_0945,Mateo Coché Tupul,Masculino,1995-09-01,GT14,GT1418,,Cestero de Fibras Naturales,
947,ART_GT1419_0946,Antonia Ixcol Mendoza,Femenino,1955-08-15,GT14,GT1419,139,Constructor de Marimbas,
948,ART_GT1420_0947,Francisco Tzoc Chavez,Masculino,1986-05-08,GT14,GT1420,350,Alfarero Tradicional,
949,ART_GT1421_0948,Petrona Chox Ajcalón,Femenino,1993-07-24,GT14,GT1421,986,Cestero de Fibras Naturales,Premio local de Arte Popular 2010 en Pachalum.
950,ART_GT1501_0949,Jacinto Tupul Quiché,Masculino,1960-03-19,GT15,GT1501,808,Alfarero Tradicional,
951,ART_GT1502_0950,Juana Mendoza Yac,Femenino,1950-05-07,GT15,GT1502,,Tejedora de Telar de Cintura,
952,ART_GT1503_0951,Gaspar Chavez Guarcax,Masculino,2005-07-12,GT15,GT1503,829,Talabartero de Cuero,
953,ART_GT1504_0952,Catarina Ajcalón Cux,Femenino,1964-04-04,GT15,GT1504,921,Maestro Tallador de Jade,Premio local de Arte Popular 2017 en Cubulco.
954,ART_GT1505_0953,Gaspar Quiché Xiquín,Masculino,1986-08-04,GT15,GT1505,868,Maestro Tallador de Jade,
955,ART_GT1506_0954,Catarina Yac Tuy,Femenino,1972-03-27,GT15,GT1506,42,Danzante de Danza Folklórica,
956,ART_GT1507_0955,Tomas Guarcax Tax,Masculino,1970-11-15,GT15,GT1507,,Tejedor de Telar de Pie,
957,ART_GT1508_0956,Isabel Cux Coché,Femenino,1996-07-03,GT15,GT1508,796,Tejedora de Telar de Cintura,Premio local de Arte Popular 2021 en Purulhá.
958,ART_GT0401_0957,Tomas Xiquín Ixcol,Masculino,1983-07-23,GT04,GT0401,742,Danzante de Danza Folklórica,
959,ART_GT0402_0958,Isabel Tuy Tzoc,Femenino,1966-11-23,GT04,GT0402,216,Alfarero Tradicional,
960,ART_GT0403_0959,Tomas Tax Chox,Masculino,1973-07-16,GT04,GT0403,199,Cestero de Fibras Naturales,
961,ART_GT0404_0960,Juana Coché Tupul,Femenino,1997-10-21,GT04,GT0404,,Intérprete de Marimba,Premio local de Arte Popular 2024 en Comalapa.
962,ART_GT0405_0961,Juan Ixcol Mendoza,Masculino,1965-04-28,GT04,GT0405,903,Maestro Tallador de Jade,
963,ART_GT0406_0962,Manuela Tzoc Chavez,Femenino,1974-09-12,GT04,GT0406,603,Tejedor de Telar de Pie,
964,ART_GT0407_0963,Lucas Chox Ajcalón,Masculino,1965-04-26,GT04,GT0407,712,Alfarero Tradicional,
965,ART_GT0408_0964,Magdalena Tupul Quiché,Femenino,1972-12-12,GT04,GT0408,859,Cestero de Fibras Naturales,Premio local de Arte Popular 2020 en Pochuta.
966,ART_GT0409_0965,Francisco Mendoza Yac,Masculino,1995-11-05,GT04,GT0409,,Talabartero de Cuero,
967,ART_GT0410_0966,Catarina Chavez Guarcax,Femenino,1974-12-10,GT04,GT0410,993,Talabartero de Cuero,
968,ART_GT0411_0967,Gaspar Ajcalón Cux,Masculino,1963-08-27,GT04,GT0411,558,Pintor Paisajista Contemporáneo,
969,ART_GT0412_0968,Antonia Quiché Xiquín,Femenino,1999-09-25,GT04,GT0412,233,Tejedor de Telar de Pie,Premio local de Arte Popular 2016 en Yepocapa.
970,ART_GT0413_0969,Tomas Yac Tuy,Masculino,1987-02-13,GT04,GT0413,407,Escultor en Madera,
971,ART_GT0414_0970,Maria Guarcax Tax,Femenino,1974-05-04,GT04,GT0414,,Tejedora de Telar de Cintura,
972,ART_GT0415_0971,Miguel Cux Coché,Masculino,1972-04-23,GT04,GT0415,644,Cestero de Fibras Naturales,
973,ART_GT0416_0972,Juana Xiquín Ixcol,Femenino,1969-09-21,GT04,GT0416,924,Tejedora de Telar de Cintura,Premio local de Arte Popular 2011 en El Tejar.
974,ART_GT0700_0973,Tomas Tuy Tzoc,Masculino,1992-05-20,GT07,GT0700,948,Pintor Primitivista,
975,ART_GT0701_0974,Isabel Tax Chox,Femenino,1997-11-14,GT07,GT0701,113,Talabartero de Cuero,
976,ART_GT0702_0975,Gaspar Coché Tupul,Masculino,1994-04-10,GT07,GT0702,,Pintor Paisajista Contemporáneo,
977,ART_GT0703_0976,Petrona Ixcol Mendoza,Femenino,2000-11-01,GT07,GT0703,747,Tejedora de Telar de Cintura,Premio local de Arte Popular 2019 en Santa María Visitación.
978,ART_GT0704_0977,Lucas Tzoc Chavez,Masculino,1994-01-03,GT07,GT0704,186,Tejedora de Telar de Cintura,
979,ART_GT0705_0978,Isabel Chox Ajcalón,Femenino,1991-01-12,GT07,GT0705,852,Tejedora de Telar de Cintura,
980,ART_GT0706_0979,Francisco Tupul Quiché,Masculino,1985-06-25,GT07,GT0706,929,Danzante de Danza Folklórica,
981,ART_GT0707_0980,Tomasa Mendoza Yac,Femenino,1985-12-20,GT07,GT0707,,Cestero de Fibras Naturales,Premio local de Arte Popular 2015 en Santa Clara La Laguna.
982,ART_GT0708_0981,Lucas Chavez Guarcax,Masculino,1973-01-07,GT07,GT0708,729,Pintor Primitivista,
983,ART_GT0709_0982,Manuela Ajcalón Cux,Femenino,1957-05-05,GT07,GT0709,921,Escultor en Madera,
984,ART_GT0710_0983,Lucas Quiché Xiquín,Masculino,1975-07-03,GT07,GT0710,391,Escultor en Madera,
985,ART_GT0711_0984,Magdalena Yac Tuy,Femenino,1989-02-11,GT07,GT0711,443,Talabartero de Cuero,Premio local de Arte Popular 2024 en Santa Catarina Palopó.
986,ART_GT0712_0985,Gaspar Guarcax Tax,Masculino,1985-09-17,GT07,GT0712,,Talabartero de Cuero,
987,ART_GT0713_0986,Tomasa Cux Coché,Femenino,1998-10-04,GT07,GT0713,108,Danzante de Danza Folklórica,
988,ART_GT0714_0987,Miguel Xiquín Ixcol,Masculino,1981-01-20,GT07,GT0714,237,Danzante de Danza Folklórica,
989,ART_GT0715_0988,Catarina Tuy Tzoc,Femenino,1969-01-06,GT07,GT0715,408,Talabartero de Cuero,Premio local de Arte Popular 2012 en San Pablo La Laguna.
990,ART_GT0716_0989,Lucas Tax Chox,Masculino,1970-07-05,GT07,GT0716,476,Tejedora de Telar de Cintura,
991,ART_GT0717_0990,Maria Coché Tupul,Femenino,1953-01-26,GT07,GT0717,,Cestero de Fibras Naturales,
992,ART_GT0718_0991,Tomas Ixcol Mendoza,Masculino,1983-07-04,GT07,GT0718,522,Tejedora de Telar de Cintura,
993,ART_GT0719_0992,Tomasa Tzoc Chavez,Femenino,1956-05-08,GT07,GT0719,348,Tejedor de Telar de Pie,Premio local de Arte Popular 2023 en Santiago Atitlán.
994,ART_GT0801_0993,Juan Chox Ajcalón,Masculino,1953-06-17,GT08,GT0801,22,Talabartero de Cuero,
995,ART_GT0802_0994,Antonia Tupul Quiché,Femenino,1958-05-10,GT08,GT0802,174,Constructor de Marimbas,
996,ART_GT0803_0995,Miguel Mendoza Yac,Masculino,2005-12-23,GT08,GT0803,,Pintor Primitivista,
997,ART_GT0804_0996,Isabel Chavez Guarcax,Femenino,1955-02-21,GT08,GT0804,1,Pintor Primitivista,Premio local de Arte Popular 2020 en San Andrés Xecul.
998,ART_GT0805_0997,Mateo Ajcalón Cux,Masculino,1958-09-05,GT08,GT0805,671,Maestro Tallador de Jade,
999,ART_GT0806_0998,Manuela Quiché Xiquín,Femenino,1983-10-13,GT08,GT0806,275,Constructor de Marimbas,
1000,ART_GT0807_0999,Lucas Yac Tuy,Masculino,1962-08-03,GT08,GT0807,603,Tejedora de Telar de Cintura,
1001,ART_GT0808_1000,Petrona Guarcax Tax,Femenino,1979-01-26,GT08,GT0808,,Escultor en Madera,Premio local de Arte Popular 2014 en San Bartolo.
1002,ART_GT0901_1001,Gaspar Cux Coché,Masculino,1976-10-02,GT09,GT0901,647,Alfarero Tradicional,
1003,ART_GT0902_1002,Isabel Xiquín Ixcol,Femenino,1992-12-16,GT09,GT0902,497,Tejedora de Telar de Cintura,
1004,ART_GT0903_1003,Juan Tuy Tzoc,Masculino,1968-09-20,GT09,GT0903,886,Alfarero Tradicional,
1005,ART_GT0904_1004,Catarina Tax Chox,Femenino,1993-09-24,GT09,GT0904,901,Maestro Tallador de Jade,Premio local de Arte Popular 2024 en San Carlos Sija.
1006,ART_GT0905_1005,Miguel Coché Tupul,Masculino,1962-04-18,GT09,GT0905,,Alfarero Tradicional,
1007,ART_GT0906_1006,Magdalena Ixcol Mendoza,Femenino,1951-03-06,GT09,GT0906,431,Escultor en Madera,
1008,ART_GT0907_1007,Francisco Tzoc Chavez,Masculino,1977-07-02,GT09,GT0907,218,Intérprete de Marimba,
